"site_id","season","tmin_win"
459,2016,-1.23819778161635
859,2016,-2.94940660003532
1007,2016,-0.837527483128584
1624,2016,1.3349230669357
2623,2016,-4.19923078297423
5431,2016,-0.729318666218135
5523,2016,-4.59281319003184
6481,2016,-5.92279121410716
6701,2016,0.339318678519883
8418,2016,3.65359339920374
9341,2016,-0.65115384258596
9343,2016,-0.65115384258596
12249,2016,-4.04217587984525
17468,2016,1.43209890927096
18537,2016,0.404175826952189
18867,2016,-0.186802180258782
19380,2016,2.54309892648278
20249,2016,-1.06489011594273
21761,2016,-2.09928570040962
22017,2016,-1.44293406724439
22580,2016,-4.03130766954068
22589,2016,0.118879130887952
23074,2016,-0.268780254236944
23309,2016,-3.41541760046404
23828,2016,2.28886812790246
24160,2016,-1.60523075921522
25330,2016,4.08615383788288
25424,2016,-4.85379119413895
25565,2016,-5.41864837534153
26642,2016,-3.37675825349864
26897,2016,-2.02651650229326
27567,2016,0.390219772649049
28483,2016,0.867901118083315
28763,2016,8.53885716056594
28773,2016,8.53885716056594
29012,2016,-0.0159670548042753
30085,2016,-0.0159670548042753
30534,2016,-3.37223077937961
31082,2016,0.884340642490885
31699,2016,-3.0084725433326
31819,2016,-4.93707693289392
32443,2016,-3.34061537928634
32607,2016,-3.35435164220385
32893,2016,-4.2230879128143
32985,2016,-1.34067029892825
33012,2016,-6.85676925064443
34665,2016,-2.53285709773651
35126,2016,-3.01848350055925
36119,2016,0.895692317946149
36436,2016,-2.40157143538306
37196,2016,-4.67038463743833
37197,2016,-4.67038463743833
38379,2016,-0.825988995095531
38489,2016,0.938648345869976
41426,2016,-0.77803297995866
41802,2016,-3.6449230875779
41896,2016,-3.98242857241696
42007,2016,-3.67040659847495
42060,2016,-2.91096701857808
42343,2016,-1.89629670445408
42612,2016,-2.44028571698364
42776,2016,-4.0403076540474
43106,2016,-3.53934066693534
43554,2016,2.3353406507573
43781,2016,-2.54672529671218
44146,2016,-2.24762637323731
44155,2016,-0.990351636658658
44159,2016,-3.06782417654336
44165,2016,-2.60415383051712
44166,2016,-2.98630770271296
44174,2016,-3.04713188979652
44200,2016,-2.80493408836588
44214,2016,-3.75997801010425
44231,2016,-2.96284616280061
44260,2016,-2.52303297019431
44338,2016,-3.56261536871994
44581,2016,0.399010961179386
44683,2016,0.399010961179386
